File,Exp,Placuta,Trat,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P,P Err,S,S Err,Cl,Cl Err,K2O,K2O Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ga,Ga Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Rh,Rh Err,Pd,Pd Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Pt,Pt Err,Au,Au Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err
936,4,2,lustru,2.7529,0.5994,11.7045,0.3449,59.444,0.5515,0.038,0.0177,0.0364,0.0132,< LOD,0.017,1.8309,0.0233,6.9007,0.0352,0.2806,0.0071,0.0112,0.0078,0.0097,0.0045,0.0661,0.0048,2.7896,0.024,0.0037,0.0032,0.004,0.0009,0.0028,0.0007,0.0057,0.0007,0.0009,0.0004,0.0008,0.0007,< LOD,0.0003,0.0092,0.0007,0.0138,0.0007,0.0021,0.0004,0.0199,0.0009,0.0007,0.0004,< LOD,0.0013,< LOD,0.0009,,,< LOD,0.0014,< LOD,0.0012,0.0049,0.003,< LOD,0.003,0.0432,0.0087,< LOD,0.0115,< LOD,0.0141,< LOD,0.0002,< LOD,0.005,< LOD,0.002,,,,,< LOD,0.0013,< LOD,0.0012,0.0017,0.0013,< LOD,0.0014,< LOD,0.0009,< LOD,0.0006
937,4,2,lustru,2.8855,0.6053,12.5003,0.357,63.382,0.5743,0.0449,0.0181,0.0407,0.0136,< LOD,0.0173,1.8948,0.0239,7.1742,0.036,0.3321,0.0076,0.0086,0.008,0.0123,0.0048,0.0591,0.0046,2.8809,0.0245,< LOD,0.0032,0.0049,0.0009,0.0037,0.0007,0.0059,0.0007,0.0008,0.0004,0.0007,0.0006,< LOD,0.0003,0.0088,0.0007,0.0141,0.0007,0.0021,0.0004,0.02,0.0008,< LOD,0.0004,< LOD,0.0013,< LOD,0.0009,0.0013,0.0011,,,< LOD,0.0011,< LOD,0.0029,< LOD,0.003,0.0409,0.0079,< LOD,0.0108,< LOD,0.0133,0.0002,0.0002,< LOD,0.0051,< LOD,0.0019,< LOD,0.0017,,,< LOD,0.0013,< LOD,0.0013,0.0016,0.0013,< LOD,0.0013,< LOD,0.0009,< LOD,0.0004
938,4,3,lustru,3.3058,0.641,14.3059,0.3841,63.5788,0.5771,0.0515,0.0196,0.0771,0.0149,< LOD,0.0177,2.1307,0.0254,9.1588,0.0409,0.3605,0.008,0.0119,0.0088,0.0053,0.0051,0.0728,0.005,3.2359,0.0264,< LOD,0.0033,0.0042,0.0009,0.0039,0.0007,0.0057,0.0007,0.001,0.0004,< LOD,0.0006,< LOD,0.0003,0.009,0.0006,0.0149,0.0007,0.0019,0.0004,0.0166,0.0007,0.0008,0.0004,< LOD,0.0013,< LOD,0.0009,,,,,< LOD,0.0011,0.0064,0.0027,0.0048,0.0031,0.0363,0.0065,< LOD,0.0102,< LOD,0.0125,< LOD,0.0002,< LOD,0.005,< LOD,0.0019,,,,,< LOD,0.0012,< LOD,0.0012,0.0016,0.0012,< LOD,0.0012,< LOD,0.0008,< LOD,0.0002
939,4,3,lustru,3.0876,0.6507,14.386,0.3855,63.754,0.5789,0.0471,0.0195,0.0697,0.0148,< LOD,0.0177,2.1412,0.0255,8.6378,0.0397,0.3695,0.008,0.0102,0.0086,0.0127,0.0051,0.0675,0.0049,3.2642,0.0264,< LOD,0.0033,0.0054,0.0009,0.0033,0.0007,0.0067,0.0008,0.0007,0.0004,0.0016,0.0007,< LOD,0.0003,0.009,0.0007,0.015,0.0007,0.0022,0.0004,0.016,0.0007,0.0009,0.0004,< LOD,0.0012,< LOD,0.0009,< LOD,0.0011,,,< LOD,0.0011,< LOD,0.0028,< LOD,0.0031,0.0358,0.0069,< LOD,0.0105,< LOD,0.013,< LOD,0.0002,< LOD,0.0049,< LOD,0.0019,,,,,< LOD,0.0013,< LOD,0.0012,< LOD,0.0013,< LOD,0.0014,< LOD,0.0009,< LOD,0.0003
940,4,3,lustru,3.2588,0.6442,14.1586,0.3821,63.4549,0.5764,0.0495,0.0194,0.0693,0.0146,< LOD,0.0173,2.1131,0.0252,8.8637,0.0402,0.3708,0.008,0.0142,0.0089,0.01,0.0051,0.0706,0.005,3.2102,0.0262,< LOD,0.0033,0.004,0.0009,0.0036,0.0007,0.0073,0.0008,0.0013,0.0004,< LOD,0.0006,< LOD,0.0003,0.0094,0.0007,0.0151,0.0007,0.0024,0.0004,0.0157,0.0007,0.0005,0.0004,< LOD,0.0012,< LOD,0.0009,< LOD,0.0011,,,< LOD,0.0011,0.0037,0.0028,< LOD,0.0031,0.0307,0.0068,< LOD,0.0104,< LOD,0.0128,< LOD,0.0002,< LOD,0.005,< LOD,0.002,,,,,< LOD,0.0014,< LOD,0.0012,0.0018,0.0013,< LOD,0.0013,< LOD,0.0008,< LOD,0.0002
941,4,4,matrice,3.277,0.6237,15.2468,0.3882,64.0219,0.5834,0.0454,0.017,0.0157,0.0128,< LOD,0.0167,2.4443,0.0271,5.5439,0.0318,0.3515,0.0076,0.0134,0.0082,0.006,0.0046,0.0624,0.0045,3.1043,0.0247,< LOD,0.0033,0.0051,0.0009,0.0026,0.0006,0.006,0.0007,0.0007,0.0004,0.0006,0.0006,< LOD,0.0003,0.0092,0.0006,0.0144,0.0007,0.0024,0.0004,0.0182,0.0007,0.0006,0.0004,< LOD,0.0013,< LOD,0.0009,0.0018,0.0011,,,< LOD,0.0011,0.0039,0.0028,< LOD,0.0031,0.0452,0.0077,< LOD,0.0105,< LOD,0.0128,< LOD,0.0002,< LOD,0.0054,< LOD,0.0019,< LOD,0.0016,,,< LOD,0.0014,< LOD,0.0012,0.0014,0.0012,< LOD,0.0013,< LOD,0.0008,< LOD,0.0004
942,4,4,matrice,2.9326,0.6053,15.0392,0.3848,63.4653,0.5797,0.044,0.0169,0.027,0.0129,< LOD,0.0167,2.361,0.0266,5.5059,0.0317,0.3439,0.0075,< LOD,0.008,0.0137,0.0049,0.068,0.0047,3.0803,0.0247,< LOD,0.0033,0.0047,0.0009,0.0038,0.0007,0.0058,0.0007,0.0008,0.0004,0.0012,0.0006,< LOD,0.0003,0.0094,0.0006,0.0144,0.0007,0.0023,0.0004,0.0178,0.0007,0.0009,0.0004,< LOD,0.0013,< LOD,0.0009,0.0014,0.0011,,,< LOD,0.0011,< LOD,0.0027,< LOD,0.0031,0.0385,0.0077,0.0113,0.0104,< LOD,0.0127,< LOD,0.0002,< LOD,0.0053,< LOD,0.0019,< LOD,0.0016,,,< LOD,0.0013,< LOD,0.0012,0.0013,0.0012,< LOD,0.0012,< LOD,0.0008,< LOD,0.0005
943,4,4,matrice,3.4231,0.6149,15.3217,0.3881,63.6156,0.5809,0.036,0.0166,< LOD,0.0127,< LOD,0.0167,2.4288,0.0269,5.4161,0.0314,0.3619,0.0076,0.0112,0.0083,0.012,0.005,0.0641,0.0046,2.998,0.0243,< LOD,0.0032,0.0044,0.0009,0.0037,0.0007,0.0054,0.0007,0.0007,0.0004,0.0008,0.0006,< LOD,0.0003,0.0093,0.0006,0.0143,0.0007,0.0026,0.0004,0.0174,0.0007,0.0008,0.0004,< LOD,0.0013,< LOD,0.0009,,,< LOD,0.0013,< LOD,0.0011,< LOD,0.0027,< LOD,0.0031,0.031,0.0075,< LOD,0.0102,< LOD,0.0123,< LOD,0.0002,< LOD,0.0054,< LOD,0.0019,< LOD,0.0015,,,< LOD,0.0014,< LOD,0.0011,0.0013,0.0012,< LOD,0.0013,0.0009,0.0009,0.0004,0.0004
944,4,4,lustru,3.4842,0.6486,15.8687,0.3969,62.5038,0.5741,0.0555,0.0182,0.035,0.0136,< LOD,0.0172,2.3155,0.0263,6.5058,0.0344,0.3438,0.0076,< LOD,0.0079,0.0055,0.0049,0.0632,0.0046,2.9734,0.0244,< LOD,0.0032,0.0052,0.0009,0.0036,0.0006,0.0062,0.0007,0.0006,0.0004,0.0009,0.0006,< LOD,0.0003,0.0086,0.0006,0.0137,0.0007,0.0018,0.0004,0.0171,0.0007,0.0005,0.0004,< LOD,0.0013,< LOD,0.0009,0.0014,0.0011,< LOD,0.0013,< LOD,0.0011,0.0055,0.0027,< LOD,0.003,0.039,0.0074,< LOD,0.0105,< LOD,0.0127,< LOD,0.0002,< LOD,0.005,< LOD,0.002,< LOD,0.0015,,,< LOD,0.0013,< LOD,0.0012,0.0014,0.0012,< LOD,0.0012,< LOD,0.0008,< LOD,0.0004
945,4,4,lustru,3.4118,0.6594,15.6518,0.3962,62.8345,0.5756,0.0413,0.0184,0.0524,0.0141,< LOD,0.0169,2.3177,0.0264,7.0292,0.0358,0.3511,0.0077,0.0147,0.0084,0.0104,0.0047,0.0607,0.0045,2.9899,0.0247,< LOD,0.0032,0.0048,0.0009,0.0035,0.0007,0.0068,0.0007,< LOD,0.0004,0.0009,0.0006,< LOD,0.0003,0.0093,0.0006,0.014,0.0007,0.0017,0.0004,0.0162,0.0007,0.0006,0.0004,< LOD,0.0013,< LOD,0.0009,0.0012,0.0011,,,< LOD,0.0011,< LOD,0.0028,< LOD,0.003,0.0404,0.0072,< LOD,0.0105,< LOD,0.0129,< LOD,0.0002,< LOD,0.0051,< LOD,0.002,0.002,0.0016,,,< LOD,0.0012,< LOD,0.0012,0.0014,0.0012,< LOD,0.0012,< LOD,0.0008,< LOD,0.0003
946,4,4,lustru,3.4761,0.651,15.5464,0.3937,62.9496,0.5764,0.0538,0.018,0.0392,0.0136,< LOD,0.0168,2.3263,0.0264,6.4667,0.0343,0.3559,0.0077,0.012,0.0083,0.0111,0.0048,0.0657,0.0046,2.9901,0.0245,< LOD,0.0032,0.0052,0.001,0.0036,0.0007,0.0063,0.0007,0.0009,0.0004,0.001,0.0006,< LOD,0.0003,0.0092,0.0007,0.0137,0.0006,0.0023,0.0004,0.0178,0.0007,0.0008,0.0004,< LOD,0.0013,< LOD,0.0009,0.0016,0.0011,< LOD,0.0014,< LOD,0.0011,< LOD,0.0028,< LOD,0.003,0.0336,0.0075,0.0112,0.0107,< LOD,0.013,0.0002,0.0002,< LOD,0.0052,< LOD,0.0019,,,,,< LOD,0.0013,< LOD,0.0012,< LOD,0.0012,< LOD,0.0013,< LOD,0.0008,< LOD,0.0004
947,4,5,lustru,3.5609,0.6648,16.863,0.4114,64.2663,0.5848,0.0481,0.0187,0.0756,0.0147,< LOD,0.0174,2.4176,0.0271,7.602,0.0373,0.3602,0.0078,0.019,0.0088,0.01,0.0051,0.0682,0.0047,3.2512,0.0258,< LOD,0.0033,0.0049,0.0009,0.0032,0.0006,0.0059,0.0007,0.0012,0.0004,0.0008,0.0006,< LOD,0.0003,0.0095,0.0006,0.0141,0.0007,0.0021,0.0004,0.0172,0.0006,0.0009,0.0004,< LOD,0.0012,< LOD,0.0009,0.0016,0.0011,< LOD,0.0013,0.0013,0.0011,< LOD,0.0027,< LOD,0.0031,0.0327,0.0066,< LOD,0.0102,0.0216,0.0125,< LOD,0.0002,< LOD,0.0053,< LOD,0.0019,,,,,< LOD,0.0014,< LOD,0.0011,0.0024,0.0012,< LOD,0.0012,0.0011,0.0008,< LOD,0.0002
948,4,5,lustru,3.7943,0.6555,17.3057,0.4153,64.7988,0.5878,0.0616,0.0188,0.0782,0.0145,< LOD,0.0173,2.4284,0.0271,7.568,0.0372,0.3712,0.0078,0.0097,0.0084,0.0135,0.0053,0.0671,0.0047,3.2441,0.0257,< LOD,0.0033,0.006,0.0009,0.0035,0.0006,0.0059,0.0007,0.0009,0.0004,0.0011,0.0006,0.0003,0.0003,0.0088,0.0006,0.0138,0.0006,0.0025,0.0004,0.015,0.0006,< LOD,0.0004,< LOD,0.0012,< LOD,0.0009,< LOD,0.0011,< LOD,0.0013,< LOD,0.0011,< LOD,0.0027,< LOD,0.0031,0.0269,0.0065,< LOD,0.0101,< LOD,0.0123,< LOD,0.0002,< LOD,0.0052,< LOD,0.0019,< LOD,0.0015,,,< LOD,0.0013,< LOD,0.0012,< LOD,0.0012,0.0016,0.0013,< LOD,0.0008,0.0002,0.0002
949,4,5,lustru,4.1926,0.6708,17.0878,0.4139,65.9895,0.5943,0.0558,0.0188,0.0822,0.0149,< LOD,0.0173,2.4014,0.0271,7.578,0.0373,0.3726,0.0079,0.0132,0.0086,< LOD,0.005,0.0701,0.0048,3.18,0.0255,< LOD,0.0033,0.0049,0.0009,0.0035,0.0007,0.0061,0.0007,0.0008,0.0004,0.0007,0.0006,< LOD,0.0003,0.0094,0.0007,0.014,0.0006,0.0021,0.0004,0.0139,0.0005,< LOD,0.0004,< LOD,0.0012,< LOD,0.0009,,,< LOD,0.0013,< LOD,0.0011,< LOD,0.0027,< LOD,0.0031,0.0326,0.0065,< LOD,0.01,< LOD,0.0124,< LOD,0.0002,< LOD,0.0053,< LOD,0.0019,,,,,< LOD,0.0013,< LOD,0.0012,0.0021,0.0013,< LOD,0.0012,< LOD,0.0008,< LOD,0.0002
950,5,1,rosu\nears,3.4977,0.638,17.5634,0.4106,58.9849,0.5617,0.0358,0.0147,0.8944,0.0252,< LOD,0.0167,2.6719,0.0281,2.4077,0.0214,0.424,0.0077,0.0163,0.0084,0.0105,0.005,0.0547,0.0042,3.849,0.0263,< LOD,0.0036,0.0058,0.001,0.0028,0.0006,0.0065,0.0007,0.0013,0.0004,0.0009,0.0006,< LOD,0.0003,0.0104,0.0006,0.0159,0.0007,0.0027,0.0004,0.0177,0.0007,0.001,0.0004,< LOD,0.0013,< LOD,0.001,< LOD,0.0012,< LOD,0.0013,< LOD,0.001,0.003,0.0026,0.0047,0.0031,0.0455,0.0083,< LOD,0.0104,< LOD,0.0126,0.0002,0.0002,< LOD,0.0053,< LOD,0.0019,,,,,< LOD,0.0013,< LOD,0.0011,0.0013,0.0011,< LOD,0.0012,< LOD,0.0009,< LOD,0.0007
951,5,1,rosu\nears,4.413,0.6496,17.6488,0.4116,59.5142,0.5647,0.0395,0.0145,0.8957,0.0252,< LOD,0.0166,2.7066,0.0283,2.3064,0.021,0.4342,0.0077,0.0167,0.0084,0.0078,0.0049,0.0574,0.0043,3.8648,0.0262,< LOD,0.0036,0.0057,0.001,0.0026,0.0006,0.0066,0.0007,0.0009,0.0004,0.001,0.0006,< LOD,0.0003,0.0104,0.0006,0.0149,0.0007,0.0025,0.0004,0.0176,0.0007,0.0008,0.0004,< LOD,0.0013,< LOD,0.001,,,,,< LOD,0.001,< LOD,0.0026,< LOD,0.0032,0.0411,0.0082,< LOD,0.0103,< LOD,0.0125,0.0002,0.0002,< LOD,0.0057,< LOD,0.0018,< LOD,0.0016,,,< LOD,0.0013,< LOD,0.0011,0.0013,0.0011,< LOD,0.0013,0.001,0.0009,< LOD,0.0006
952,5,1,rosu\nears,3.8966,0.6545,17.1336,0.407,58.0407,0.5561,0.0168,0.0144,1.0314,0.0267,< LOD,0.0165,2.6559,0.028,2.5024,0.0217,0.4187,0.0076,0.0085,0.008,0.0141,0.0051,0.0523,0.0043,3.9331,0.0266,< LOD,0.0036,0.0059,0.0009,0.0031,0.0006,0.0063,0.0007,0.0011,0.0004,< LOD,0.0006,< LOD,0.0003,0.0103,0.0006,0.016,0.0007,0.0029,0.0004,0.0197,0.0008,0.0007,0.0004,< LOD,0.0014,< LOD,0.001,< LOD,0.0012,< LOD,0.0013,< LOD,0.001,< LOD,0.0026,< LOD,0.0031,0.0402,0.0083,< LOD,0.0104,0.0131,0.0125,< LOD,0.0002,< LOD,0.0055,0.0022,0.0019,,,< LOD,0.0008,< LOD,0.0013,< LOD,0.0011,0.0014,0.0011,< LOD,0.0012,< LOD,0.0009,0.0009,0.0007
953,5,1,alb\nears,2.7209,0.6516,9.924,0.3285,40.0855,0.4355,0.0584,0.0237,1.0045,0.027,< LOD,0.0174,1.6241,0.0211,14.0492,0.0501,0.2455,0.0076,0.0101,0.0087,0.0058,0.0046,0.0516,0.0049,2.5606,0.0251,< LOD,0.0031,0.0033,0.0008,0.0027,0.0006,0.0048,0.0007,< LOD,0.0004,0.0008,0.0006,< LOD,0.0003,0.0089,0.0007,0.0159,0.0008,0.0032,0.0006,0.0279,0.0012,0.0007,0.0005,< LOD,0.0013,< LOD,0.0008,0.0014,0.0011,,,< LOD,0.0011,< LOD,0.0029,< LOD,0.0031,0.0393,0.0083,< LOD,0.0134,< LOD,0.0159,< LOD,0.0002,< LOD,0.0056,< LOD,0.0019,,,< LOD,0.0007,< LOD,0.0012,< LOD,0.0012,< LOD,0.0014,< LOD,0.0013,< LOD,0.001,< LOD,0.0009
954,5,1,alb\nears,2.2357,0.6905,10.0737,0.3335,39.953,0.435,0.0749,0.0237,1.0044,0.0268,< LOD,0.0173,1.6237,0.021,13.9799,0.05,0.2392,0.0075,< LOD,0.0085,< LOD,0.0047,0.0487,0.0049,2.511,0.0249,< LOD,0.0031,0.0026,0.0008,0.0023,0.0006,0.0043,0.0006,< LOD,0.0004,< LOD,0.0006,< LOD,0.0003,0.0087,0.0006,0.0161,0.0008,0.0024,0.0005,0.0256,0.0012,0.0006,0.0005,< LOD,0.0013,< LOD,0.0008,,,< LOD,0.0013,< LOD,0.0011,< LOD,0.0029,< LOD,0.0031,0.0501,0.0084,< LOD,0.0133,< LOD,0.0158,< LOD,0.0002,< LOD,0.0058,< LOD,0.0019,< LOD,0.0018,,,< LOD,0.0012,< LOD,0.0011,0.0021,0.0013,< LOD,0.0013,0.0017,0.001,< LOD,0.0008
955,5,1,alb\nears,2.2623,0.7011,10.0576,0.3352,40.8579,0.4402,0.0556,0.0237,1.0178,0.0271,< LOD,0.0173,1.6503,0.0212,14.574,0.0512,0.2605,0.0077,< LOD,0.0087,0.012,0.005,0.0597,0.0052,2.6321,0.0256,0.0042,0.0032,0.0034,0.0008,0.0026,0.0006,0.0052,0.0007,0.0005,0.0004,0.0008,0.0006,< LOD,0.0003,0.0093,0.0007,0.0162,0.0008,0.0031,0.0005,0.0272,0.0012,0.0006,0.0005,< LOD,0.0013,< LOD,0.0008,0.0021,0.0011,,,< LOD,0.0011,0.0045,0.0029,< LOD,0.0031,0.0399,0.008,< LOD,0.0131,< LOD,0.0157,< LOD,0.0002,< LOD,0.0057,< LOD,0.0018,< LOD,0.0017,,,< LOD,0.0013,< LOD,0.0011,0.0014,0.0013,< LOD,0.0013,< LOD,0.001,< LOD,0.0008
956,5,2,matrice,3.7388,0.6509,17.8689,0.4152,59.7925,0.5684,0.0271,0.0139,0.803,0.0242,< LOD,0.0167,2.7494,0.0286,1.4874,0.0173,0.4505,0.0077,0.0129,0.0083,0.0156,0.0051,0.0446,0.004,4.52,0.028,< LOD,0.0039,0.0074,0.0011,0.0034,0.0007,0.0081,0.0008,0.0009,0.0005,0.002,0.0007,< LOD,0.0003,0.0113,0.0007,0.0157,0.0007,0.002,0.0004,0.0161,0.0007,0.0007,0.0004,< LOD,0.0013,< LOD,0.0009,,,,,< LOD,0.0011,< LOD,0.0028,< LOD,0.003,0.0422,0.009,< LOD,0.0112,< LOD,0.0135,< LOD,0.0002,< LOD,0.0057,< LOD,0.002,,,< LOD,0.0008,< LOD,0.0012,< LOD,0.0012,0.0014,0.0012,< LOD,0.0015,< LOD,0.0009,< LOD,0.0007
957,5,2,matrice,3.9605,0.655,19.0121,0.4275,60.9718,0.5762,< LOD,0.0135,0.7598,0.0237,< LOD,0.0168,2.8114,0.029,1.4028,0.0168,0.4538,0.0076,0.0167,0.0084,0.0182,0.0052,0.0434,0.0039,4.6391,0.0282,< LOD,0.0039,0.0081,0.0012,0.0041,0.0007,0.0084,0.0008,0.0012,0.0005,0.0013,0.0007,< LOD,0.0003,0.012,0.0007,0.015,0.0007,0.0027,0.0004,0.0152,0.0006,0.0007,0.0004,< LOD,0.0013,< LOD,0.0009,,,< LOD,0.0014,< LOD,0.0011,0.0042,0.0027,< LOD,0.003,0.0549,0.0087,0.0112,0.0109,< LOD,0.0133,0.0002,0.0002,< LOD,0.0053,< LOD,0.0021,< LOD,0.0016,< LOD,0.0008,< LOD,0.0013,< LOD,0.0013,0.0013,0.0012,< LOD,0.0014,< LOD,0.0008,< LOD,0.0006
958,5,2,matrice,3.7521,0.6511,18.645,0.424,60.5237,0.5737,0.0183,0.0141,0.8567,0.025,< LOD,0.0166,2.8238,0.0291,1.5059,0.0174,0.453,0.0077,0.0116,0.0082,0.0138,0.0051,0.044,0.004,4.5459,0.028,< LOD,0.0038,0.0086,0.0012,0.0044,0.0007,0.0083,0.0008,0.0012,0.0005,0.0017,0.0007,0.0003,0.0003,0.0119,0.0007,0.0149,0.0007,0.0024,0.0004,0.0163,0.0007,0.0008,0.0004,< LOD,0.0013,< LOD,0.0009,,,,,< LOD,0.0011,0.0065,0.0028,< LOD,0.003,0.0477,0.009,< LOD,0.0113,< LOD,0.0137,< LOD,0.0002,< LOD,0.0052,< LOD,0.0021,< LOD,0.0014,,,< LOD,0.0013,< LOD,0.0012,< LOD,0.0012,< LOD,0.0015,< LOD,0.0008,< LOD,0.0006
959,5,2,lustru,4.7365,0.7119,21.6595,0.4581,64.9885,0.6,0.045,0.0157,1.6535,0.0331,< LOD,0.0172,3.0137,0.0304,2.846,0.0234,0.454,0.0078,0.015,0.0087,0.0122,0.0053,0.0465,0.0039,4.2863,0.0275,< LOD,0.0037,0.007,0.001,0.0039,0.0007,0.0082,0.0008,0.0013,0.0005,0.0012,0.0006,0.0005,0.0003,0.0112,0.0007,0.0144,0.0007,0.0026,0.0004,0.0136,0.0005,0.0006,0.0004,< LOD,0.0013,< LOD,0.0009,0.0014,0.0011,,,< LOD,0.0011,0.0043,0.0027,< LOD,0.0029,0.0411,0.0074,< LOD,0.0102,0.015,0.0124,< LOD,0.0002,< LOD,0.0049,< LOD,0.002,< LOD,0.0014,,,< LOD,0.0013,< LOD,0.0012,0.0019,0.0012,0.0017,0.0013,< LOD,0.0008,< LOD,0.0003
960,5,2,lustru,4.8415,0.7359,21.2852,0.4567,64.7262,0.5997,0.0342,0.0157,1.9634,0.0358,< LOD,0.0172,3.0535,0.0306,2.498,0.022,0.4803,0.0079,0.017,0.0088,0.0162,0.0054,0.0439,0.0038,4.5917,0.0283,< LOD,0.0038,0.0079,0.0011,0.0043,0.0007,0.0081,0.0008,0.0013,0.0005,0.0011,0.0006,< LOD,0.0003,0.0116,0.0007,0.0146,0.0007,0.0022,0.0004,0.0129,0.0005,0.0009,0.0004,< LOD,0.0013,< LOD,0.0009,,,,,< LOD,0.0011,< LOD,0.0027,< LOD,0.003,0.0492,0.0075,< LOD,0.0103,0.0128,0.0125,0.0002,0.0002,< LOD,0.0053,< LOD,0.002,,,,,< LOD,0.0014,< LOD,0.0012,0.0016,0.0012,< LOD,0.0014,< LOD,0.0008,< LOD,0.0004
961,5,2,lustru,5.3884,0.7348,21.5142,0.4583,64.7698,0.5995,0.0468,0.0157,1.6824,0.0334,< LOD,0.0174,3.0533,0.0306,2.6097,0.0225,0.4823,0.008,0.0189,0.0087,0.0116,0.0054,0.0439,0.0038,4.5153,0.0281,< LOD,0.0038,0.0077,0.0011,0.0033,0.0007,0.0083,0.0008,0.0015,0.0005,0.0007,0.0006,0.0004,0.0003,0.0117,0.0007,0.0142,0.0007,0.0023,0.0004,0.0128,0.0005,0.0013,0.0004,< LOD,0.0012,< LOD,0.0009,,,,,< LOD,0.0011,< LOD,0.0026,< LOD,0.003,0.0493,0.0074,< LOD,0.0101,0.0219,0.0125,< LOD,0.0002,< LOD,0.0052,< LOD,0.002,< LOD,0.0015,,,< LOD,0.0013,< LOD,0.0011,0.0016,0.0012,< LOD,0.0013,0.0015,0.0008,< LOD,0.0003
962,5,3,fond,2.503,0.7635,12.1688,0.3709,44.729,0.462,0.057,0.0254,2.1429,0.0372,0.0824,0.0191,1.4841,0.0206,17.2608,0.0563,0.2805,0.0082,0.0121,0.0093,0.0094,0.0051,0.0518,0.005,2.9822,0.0278,< LOD,0.0033,0.0038,0.0008,0.0022,0.0007,0.007,0.0008,< LOD,0.0004,< LOD,0.0006,< LOD,0.0003,0.0108,0.0007,0.0159,0.0007,0.003,0.0005,0.0246,0.001,0.0008,0.0005,< LOD,0.0012,< LOD,0.0008,0.0013,0.0011,,,< LOD,0.0011,0.007,0.0029,0.006,0.0029,0.0428,0.0066,< LOD,0.013,< LOD,0.0156,< LOD,0.0002,0.0083,0.0057,< LOD,0.0019,< LOD,0.0016,,,< LOD,0.0012,< LOD,0.0012,0.0038,0.0015,0.0015,0.0013,< LOD,0.0009,0.0008,0.0005
963,5,3,fond,3.2549,0.7655,12.1225,0.3676,43.8428,0.4561,0.0807,0.0254,1.8135,0.0344,0.094,0.0191,1.4362,0.0201,17.0819,0.0558,0.2627,0.0079,< LOD,0.0088,< LOD,0.0051,0.0528,0.005,2.6425,0.0261,< LOD,0.0031,0.0028,0.0008,0.0031,0.0007,0.0053,0.0007,0.0006,0.0004,< LOD,0.0006,< LOD,0.0003,0.0098,0.0007,0.0148,0.0007,0.0026,0.0005,0.0235,0.001,0.001,0.0005,< LOD,0.0012,< LOD,0.0008,,,,,< LOD,0.0012,0.0058,0.003,< LOD,0.0029,0.0364,0.007,< LOD,0.0134,< LOD,0.016,< LOD,0.0002,< LOD,0.0058,< LOD,0.0019,,,,,< LOD,0.0013,< LOD,0.0012,< LOD,0.0015,< LOD,0.0014,< LOD,0.0009,< LOD,0.0005
964,5,3,fond,3.5019,0.7529,11.7068,0.3607,43.1419,0.4513,0.0923,0.0255,2.3267,0.0382,0.075,0.0188,1.3662,0.0196,17.0393,0.0557,0.2676,0.008,< LOD,0.0087,0.0099,0.0047,0.0502,0.0047,2.4703,0.0253,< LOD,0.003,0.003,0.0008,0.0031,0.0007,0.0054,0.0008,< LOD,0.0004,< LOD,0.0006,0.0004,0.0003,0.0102,0.0007,0.0147,0.0007,0.0026,0.0005,0.0256,0.0011,0.0007,0.0005,< LOD,0.0012,< LOD,0.0008,,,,,< LOD,0.0012,0.0047,0.003,< LOD,0.0029,0.0423,0.0072,< LOD,0.0135,0.0287,0.0162,< LOD,0.0002,< LOD,0.0053,< LOD,0.002,,,,,< LOD,0.0012,< LOD,0.0012,0.0018,0.0014,< LOD,0.0013,< LOD,0.0009,< LOD,0.0005
